# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.06503, max: 5.10505
# I (#ff00ff00), min: 0.31048, max: 0.43945
# P (#ffff55ff), min: 1.5818521327999997, max: 2.226376746
Time,Voltage,Current,Power
0.00000000,5.08779000,0.35254000,1.79364949
0.10000000,5.08771000,0.35289000,1.79540198
0.20000000,5.08767000,0.35327000,1.79732118
0.30000000,5.08771000,0.35360000,1.79901426
0.40000000,5.08771000,0.35397000,1.80089671
0.50000000,5.08779000,0.35403000,1.80123029
0.60000000,5.08786000,0.35404000,1.80130595
0.70000000,5.08798000,0.35402000,1.80124668
0.80000000,5.08806000,0.35394000,1.80086796
0.90000000,5.08814000,0.35388000,1.80059098
1.00000000,5.08822000,0.35389000,1.80067018
1.10000000,5.08837000,0.35360000,1.79924763
1.20000000,5.08857000,0.35317000,1.79713027
1.30000000,5.08868000,0.35277000,1.79513364
1.40000000,5.08880000,0.35240000,1.79329312
1.50000000,5.08888000,0.35222000,1.79240531
1.60000000,5.08884000,0.35222000,1.79239122
1.70000000,5.08876000,0.35219000,1.79221038
1.80000000,5.08872000,0.35223000,1.79239985
1.90000000,5.08872000,0.35226000,1.79255251
2.00000000,5.08880000,0.35226000,1.79258069
2.10000000,5.08880000,0.35224000,1.79247891
2.20000000,5.08880000,0.35228000,1.79268246
2.30000000,5.08876000,0.35233000,1.79292281
2.40000000,5.08880000,0.35236000,1.79308957
2.50000000,5.08876000,0.35256000,1.79409323
2.60000000,5.08868000,0.35291000,1.79584606
2.70000000,5.08868000,0.35340000,1.79833951
2.80000000,5.08865000,0.35391000,1.80092412
2.90000000,5.08857000,0.35468000,1.80481401
3.00000000,5.08849000,0.35530000,1.80794050
3.10000000,5.08849000,0.35563000,1.80961970
3.20000000,5.08841000,0.35595000,1.81121954
3.30000000,5.08845000,0.35628000,1.81291297
3.40000000,5.08853000,0.35661000,1.81462068
3.50000000,5.08857000,0.35684000,1.81580532
3.60000000,5.08865000,0.35677000,1.81547766
3.70000000,5.08868000,0.35659000,1.81457240
3.80000000,5.08865000,0.35658000,1.81451082
3.90000000,5.08880000,0.35600000,1.81161280
