# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.07003, max: 5.09254
# I (#ff00ff00), min: 0.35056, max: 0.41854
# P (#ffff55ff), min: 1.7818474015999999, max: 2.1275267134
Time,Voltage,Current,Power
0.00000000,5.08599000,0.35615000,1.81137534
0.10000000,5.08630000,0.35518000,1.80655203
0.20000000,5.08650000,0.35444000,1.80285906
0.30000000,5.08665000,0.35403000,1.80082670
0.40000000,5.08677000,0.35366000,1.79898708
0.50000000,5.08685000,0.35345000,1.79794713
0.60000000,5.08704000,0.35343000,1.79791255
0.70000000,5.08720000,0.35343000,1.79796910
0.80000000,5.08739000,0.35338000,1.79778188
0.90000000,5.08759000,0.35338000,1.79785255
1.00000000,5.08771000,0.35336000,1.79779321
1.10000000,5.08771000,0.35335000,1.79774233
1.20000000,5.08771000,0.35335000,1.79774233
1.30000000,5.08771000,0.35335000,1.79774233
1.40000000,5.08782000,0.35340000,1.79803559
1.50000000,5.08782000,0.35345000,1.79828998
1.60000000,5.08763000,0.35383000,1.80015612
1.70000000,5.08747000,0.35416000,1.80177838
1.80000000,5.08732000,0.35455000,1.80370931
1.90000000,5.08712000,0.35491000,1.80546976
2.00000000,5.08708000,0.35491000,1.80545556
2.10000000,5.08708000,0.35492000,1.80550643
2.20000000,5.08708000,0.35492000,1.80550643
2.30000000,5.08700000,0.35495000,1.80563065
2.40000000,5.08689000,0.35534000,1.80757549
2.50000000,5.08689000,0.35542000,1.80798244
2.60000000,5.08696000,0.35508000,1.80627776
2.70000000,5.08700000,0.35477000,1.80471499
2.80000000,5.08708000,0.35447000,1.80321725
2.90000000,5.08724000,0.35410000,1.80139168
3.00000000,5.08739000,0.38019000,1.93417480
3.10000000,5.08681000,0.38243000,1.94534875
3.20000000,5.08638000,0.35866000,1.82428105
3.30000000,5.08646000,0.35867000,1.82436061
3.40000000,5.08654000,0.35833000,1.82265988
3.50000000,5.08661000,0.35817000,1.82187110
3.60000000,5.08654000,0.35817000,1.82184603
3.70000000,5.08657000,0.35820000,1.82200937
3.80000000,5.08661000,0.35818000,1.82192197
3.90000000,5.08650000,0.35817000,1.82183170
4.00000000,5.08626000,0.35839000,1.82286472
4.10000000,5.08657000,0.35680000,1.81488818
4.20000000,5.08704000,0.35449000,1.80330481
4.30000000,5.08693000,0.35482000,1.80494450
4.40000000,5.08689000,0.35503000,1.80599856
4.50000000,5.08689000,0.35499000,1.80579508
4.60000000,5.08704000,0.35503000,1.80605181
4.70000000,5.08716000,0.35499000,1.80589093
4.80000000,5.08724000,0.35494000,1.80566497
4.90000000,5.08728000,0.35541000,1.80807018
5.00000000,5.08747000,0.35559000,1.80905346
5.10000000,5.08755000,0.35553000,1.80877665
5.20000000,5.08763000,0.35547000,1.80849984
5.30000000,5.08763000,0.35543000,1.80829633
5.40000000,5.08759000,0.35547000,1.80848562
5.50000000,5.08739000,0.35585000,1.81034773
5.60000000,5.08712000,0.35615000,1.81177779
5.70000000,5.08685000,0.35655000,1.81371637
5.80000000,5.08657000,0.35691000,1.81544770
5.90000000,5.08646000,0.35685000,1.81510325
6.00000000,5.08630000,0.35682000,1.81489357
6.10000000,5.08626000,0.35685000,1.81503188
6.20000000,5.08630000,0.35685000,1.81504615
6.30000000,5.08634000,0.35686000,1.81511129
6.40000000,5.08634000,0.35686000,1.81511129
6.50000000,5.08638000,0.35721000,1.81690580
6.60000000,5.08638000,0.35760000,1.81888949
6.70000000,5.08646000,0.35790000,1.82044403
6.80000000,5.08650000,0.35819000,1.82193344
6.90000000,5.08657000,0.35834000,1.82272149
7.00000000,5.08661000,0.35837000,1.82288843
7.10000000,5.08661000,0.35837000,1.82288843
7.20000000,5.07503000,0.40484000,2.05457515
7.30000000,5.08482000,0.36501000,1.85601015
7.40000000,5.08411000,0.39588000,2.01269747
7.50000000,5.08321000,0.41854000,2.12752671
7.60000000,5.09254000,0.36152000,1.84105506
7.70000000,5.08192000,0.36077000,1.83340428
7.80000000,5.08188000,0.35654000,1.81189350
7.90000000,5.08188000,0.35903000,1.82454738
8.00000000,5.08185000,0.35579000,1.80807141
8.10000000,5.08185000,0.35554000,1.80680095
8.20000000,5.08200000,0.35803000,1.81950846
8.30000000,5.08314000,0.35529000,1.80598881
8.40000000,5.08384000,0.36749000,1.86826036
8.50000000,5.07003000,0.40658000,2.06137280
