# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.05377, max: 5.1138
# I (#ff00ff00), min: 0.30948, max: 0.41206
# P (#ffff55ff), min: 1.5767572727999999, max: 2.0901867118
Time,Voltage,Current,Power
0.00000000,5.09970000,0.31110000,1.58651667
0.10000000,5.09967000,0.31117000,1.58686431
0.20000000,5.09955000,0.31151000,1.58856082
0.30000000,5.09959000,0.31183000,1.59020515
0.40000000,5.09951000,0.31218000,1.59196503
0.50000000,5.09947000,0.31251000,1.59363537
0.60000000,5.09955000,0.31256000,1.59391535
0.70000000,5.09943000,0.31256000,1.59387784
0.80000000,5.09951000,0.31250000,1.59359688
0.90000000,5.09943000,0.31254000,1.59377585
1.00000000,5.09939000,0.31254000,1.59376335
1.10000000,5.09927000,0.31257000,1.59387882
1.20000000,5.09931000,0.31225000,1.59225955
1.30000000,5.09943000,0.31189000,1.59046122
1.40000000,5.09959000,0.31155000,1.58877726
1.50000000,5.09974000,0.31118000,1.58693709
1.60000000,5.09963000,0.31106000,1.58629091
1.70000000,5.09982000,0.31100000,1.58604402
1.80000000,5.09959000,0.31132000,1.58760436
1.90000000,5.09927000,0.31145000,1.58816764
2.00000000,5.09920000,0.31141000,1.58794187
2.10000000,5.09912000,0.31140000,1.58786597
2.20000000,5.09916000,0.31139000,1.58782743
2.30000000,5.09935000,0.31136000,1.58773362
2.40000000,5.09924000,0.31134000,1.58759738
2.50000000,5.09924000,0.31134000,1.58759738
2.60000000,5.09920000,0.31152000,1.58850278
2.70000000,5.09896000,0.31187000,1.59021266
2.80000000,5.09888000,0.31203000,1.59100353
2.90000000,5.09892000,0.31218000,1.59178085
3.00000000,5.09892000,0.31246000,1.59320854
3.10000000,5.09896000,0.31250000,1.59342500
3.20000000,5.09900000,0.31253000,1.59359047
3.30000000,5.09884000,0.31253000,1.59354047
3.40000000,5.09865000,0.31252000,1.59343010
3.50000000,5.09838000,0.31285000,1.59502818
3.60000000,5.09826000,0.31280000,1.59473573
3.70000000,5.09834000,0.31249000,1.59318027
3.80000000,5.09842000,0.31212000,1.59131885
3.90000000,5.09834000,0.31175000,1.58940750
4.00000000,5.09861000,0.31138000,1.58760518
4.10000000,5.09877000,0.31143000,1.58790994
4.20000000,5.09881000,0.31138000,1.58766746
4.30000000,5.09892000,0.31136000,1.58759973
4.40000000,5.08629000,0.36725000,1.86794000
4.50000000,5.09884000,0.36077000,1.83950851
4.60000000,5.09763000,0.34260000,1.74644804
4.70000000,5.07628000,0.41057000,2.08416828
4.80000000,5.09541000,0.31122000,1.58579350
4.90000000,5.09537000,0.30998000,1.57946279
5.00000000,5.09521000,0.31396000,1.59969213
5.10000000,5.09505000,0.31496000,1.60473695
5.20000000,5.09502000,0.31496000,1.60472750
5.30000000,5.09478000,0.31496000,1.60465191
5.40000000,5.09470000,0.31073000,1.58307613
5.50000000,5.09474000,0.31172000,1.58813235
5.60000000,5.09611000,0.31098000,1.58478829
5.70000000,5.09677000,0.31098000,1.58499353
5.80000000,5.09826000,0.31627000,1.61242669
5.90000000,5.09892000,0.31315000,1.59672680
6.00000000,5.09892000,0.31308000,1.59636987
6.10000000,5.09892000,0.31285000,1.59519712
6.20000000,5.09892000,0.31254000,1.59361646
6.30000000,5.09904000,0.31222000,1.59202227
6.40000000,5.09908000,0.31187000,1.59025008
6.50000000,5.09908000,0.31164000,1.58907729
6.60000000,5.09892000,0.31164000,1.58902743
6.70000000,5.09908000,0.31163000,1.58902630
6.80000000,5.09896000,0.31163000,1.58898890
6.90000000,5.09900000,0.31110000,1.58629890
7.00000000,5.09920000,0.31110000,1.58636112
7.10000000,5.09920000,0.31113000,1.58651410
7.20000000,5.09927000,0.31114000,1.58658687
7.30000000,5.09924000,0.31110000,1.58637356
7.40000000,5.09935000,0.31110000,1.58640779
7.50000000,5.09959000,0.31117000,1.58683942
7.60000000,5.09959000,0.31152000,1.58862428
7.70000000,5.09951000,0.31187000,1.59038418
7.80000000,5.09947000,0.31223000,1.59220752
7.90000000,5.09939000,0.31258000,1.59396733
8.00000000,5.09927000,0.31263000,1.59418478
8.10000000,5.09939000,0.31262000,1.59417130
8.20000000,5.09947000,0.31257000,1.59394134
8.30000000,5.09939000,0.31254000,1.59376335
8.40000000,5.09927000,0.31254000,1.59372585
8.50000000,5.09900000,0.31285000,1.59522215
8.60000000,5.09896000,0.31253000,1.59357797
8.70000000,5.09920000,0.31218000,1.59186826
8.80000000,5.09927000,0.31184000,1.59015636
8.90000000,5.09943000,0.31149000,1.58842145
9.00000000,5.09943000,0.31138000,1.58786051
9.10000000,5.09951000,0.31138000,1.58788542
9.20000000,5.09951000,0.31138000,1.58788542
9.30000000,5.09951000,0.31145000,1.58824239
9.40000000,5.09967000,0.31145000,1.58829222
9.50000000,5.09990000,0.31115000,1.58683388
9.60000000,5.10002000,0.31113000,1.58676922
9.70000000,5.10010000,0.31113000,1.58679411
9.80000000,5.10002000,0.31110000,1.58661622
9.90000000,5.10010000,0.31112000,1.58674311
10.00000000,5.10013000,0.31129000,1.58761947
10.10000000,5.10010000,0.31171000,1.58975217
10.20000000,5.09998000,0.31204000,1.59139776
10.30000000,5.09994000,0.31234000,1.59291526
10.40000000,5.09998000,0.31262000,1.59435575
10.50000000,5.09998000,0.31260000,1.59425375
10.60000000,5.09974000,0.31319000,1.59718757
10.70000000,5.09970000,0.31320000,1.59722604
10.80000000,5.09959000,0.31320000,1.59719159
10.90000000,5.09939000,0.31317000,1.59697597
11.00000000,5.09924000,0.31303000,1.59621510
11.10000000,5.09924000,0.31260000,1.59402242
11.20000000,5.09912000,0.31227000,1.59230220
11.30000000,5.09920000,0.31193000,1.59059346
11.40000000,5.09908000,0.31159000,1.58882234
11.50000000,5.09900000,0.31157000,1.58869543
11.60000000,5.09900000,0.31096000,1.58558504
11.70000000,5.09900000,0.31096000,1.58558504
11.80000000,5.09908000,0.31096000,1.58560992
11.90000000,5.09924000,0.31096000,1.58565967
12.00000000,5.09931000,0.31098000,1.58578342
12.10000000,5.09931000,0.31099000,1.58583442
12.20000000,5.09943000,0.31099000,1.58587174
12.30000000,5.09951000,0.31093000,1.58559064
12.40000000,5.09963000,0.31090000,1.58547497
12.50000000,5.09955000,0.31124000,1.58718394
12.60000000,5.09970000,0.31159000,1.58901552
12.70000000,5.09967000,0.31194000,1.59079106
12.80000000,5.09951000,0.31226000,1.59237299
12.90000000,5.09959000,0.31241000,1.59316291
13.00000000,5.09959000,0.31243000,1.59326490
13.10000000,5.09939000,0.31256000,1.59386534
13.20000000,5.09939000,0.31257000,1.59391633
13.30000000,5.09931000,0.31258000,1.59394232
