# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.06753, max: 5.1088
# I (#ff00ff00), min: 0.30849, max: 0.42078
# P (#ffff55ff), min: 1.5715436918999999, max: 2.1323152733999997
Time,Voltage,Current,Power
0.00000000,5.09994000,0.31026000,1.58230738
0.10000000,5.09970000,0.31026000,1.58223292
0.20000000,5.09963000,0.31027000,1.58226220
0.30000000,5.09967000,0.31026000,1.58222361
0.40000000,5.09963000,0.31026000,1.58221120
0.50000000,5.09963000,0.31041000,1.58297615
0.60000000,5.09963000,0.31047000,1.58328213
0.70000000,5.09970000,0.31079000,1.58493576
0.80000000,5.09978000,0.31134000,1.58776551
0.90000000,5.09982000,0.31169000,1.58956290
1.00000000,5.09998000,0.31176000,1.58996976
1.10000000,5.10017000,0.31184000,1.59043701
1.20000000,5.10041000,0.31182000,1.59040985
1.30000000,5.10041000,0.31191000,1.59086888
1.40000000,5.10049000,0.31191000,1.59089384
1.50000000,5.10068000,0.31176000,1.59018800
1.60000000,5.10064000,0.31191000,1.59094062
1.70000000,5.10076000,0.31163000,1.58954984
1.80000000,5.10084000,0.31111000,1.58692233
1.90000000,5.10088000,0.31071000,1.58489442
2.00000000,5.10088000,0.31033000,1.58295609
2.10000000,5.10088000,0.30999000,1.58122179
2.20000000,5.10084000,0.30998000,1.58115838
2.30000000,5.08504000,0.36924000,1.87760017
2.40000000,5.08379000,0.34085000,1.73280982
2.50000000,5.09795000,0.34658000,1.76684751
2.60000000,5.08379000,0.36725000,1.86702188
2.70000000,5.09568000,0.31073000,1.58338065
2.80000000,5.09564000,0.30898000,1.57445085
2.90000000,5.09513000,0.30923000,1.57556705
3.00000000,5.09502000,0.31247000,1.59204090
3.10000000,5.09494000,0.31346000,1.59705989
3.20000000,5.09486000,0.31371000,1.59830853
3.30000000,5.09478000,0.31521000,1.60592560
3.40000000,5.09603000,0.31371000,1.59867557
3.50000000,5.09701000,0.30998000,1.57997116
3.60000000,5.09830000,0.31775000,1.61998482
3.70000000,5.09927000,0.31347000,1.59846817
3.80000000,5.09916000,0.31342000,1.59817873
3.90000000,5.09963000,0.31179000,1.59001364
4.00000000,5.09970000,0.31176000,1.58988247
4.10000000,5.09982000,0.31163000,1.58925691
4.20000000,5.09990000,0.31125000,1.58734388
4.30000000,5.09998000,0.31098000,1.58599178
4.40000000,5.10002000,0.31062000,1.58416821
4.50000000,5.10010000,0.31027000,1.58240803
4.60000000,5.10013000,0.31024000,1.58226433
4.70000000,5.10025000,0.30986000,1.58036347
4.80000000,5.10037000,0.30984000,1.58029864
4.90000000,5.10037000,0.30981000,1.58014563
5.00000000,5.10037000,0.30981000,1.58014563
5.10000000,5.10025000,0.30982000,1.58015945
5.20000000,5.10025000,0.30985000,1.58031246
5.30000000,5.10013000,0.30977000,1.57986727
5.40000000,5.10006000,0.30977000,1.57984559
5.50000000,5.10006000,0.30975000,1.57974359
5.60000000,5.09982000,0.31015000,1.58170917
5.70000000,5.09970000,0.31055000,1.58371184
5.80000000,5.09963000,0.31090000,1.58547497
5.90000000,5.09959000,0.31128000,1.58740038
6.00000000,5.09959000,0.31146000,1.58831830
6.10000000,5.09959000,0.31146000,1.58831830
6.20000000,5.09951000,0.31145000,1.58824239
6.30000000,5.09947000,0.31145000,1.58822993
6.40000000,5.09943000,0.31194000,1.59071619
6.50000000,5.09939000,0.31194000,1.59070372
6.60000000,5.09951000,0.31169000,1.58946627
6.70000000,5.09967000,0.31124000,1.58722129
6.80000000,5.09974000,0.31086000,1.58530518
6.90000000,5.09982000,0.31051000,1.58354511
7.00000000,5.09982000,0.31023000,1.58211716
7.10000000,5.09994000,0.31023000,1.58215439
7.20000000,5.09994000,0.31051000,1.58358237
7.30000000,5.09994000,0.31054000,1.58373537
7.40000000,5.10010000,0.31009000,1.58149001
7.50000000,5.10013000,0.31005000,1.58129531
7.60000000,5.10017000,0.31008000,1.58146071
7.70000000,5.10021000,0.31007000,1.58142211
7.80000000,5.10029000,0.31006000,1.58139592
7.90000000,5.10037000,0.31005000,1.58136972
8.00000000,5.10037000,0.31012000,1.58172674
8.10000000,5.10029000,0.31044000,1.58333403
8.20000000,5.10029000,0.31051000,1.58369105
8.30000000,5.10017000,0.31084000,1.58533684
8.40000000,5.10013000,0.31117000,1.58700745
8.50000000,5.10010000,0.31124000,1.58735512
8.60000000,5.10013000,0.31121000,1.58721146
8.70000000,5.10017000,0.31121000,1.58722391
8.80000000,5.10017000,0.31122000,1.58727491
8.90000000,5.10010000,0.31123000,1.58730412
9.00000000,5.09998000,0.31127000,1.58747077
9.10000000,5.10010000,0.31098000,1.58602910
9.20000000,5.10013000,0.31064000,1.58430438
9.30000000,5.10021000,0.31028000,1.58249316
9.40000000,5.10041000,0.30991000,1.58066806
9.50000000,5.10064000,0.30974000,1.57987223
9.60000000,5.10080000,0.30973000,1.57987078
9.70000000,5.10088000,0.30976000,1.58004859
9.80000000,5.10092000,0.30976000,1.58006098
9.90000000,5.10099000,0.30974000,1.57998064
10.00000000,5.10119000,0.30972000,1.57994057
10.10000000,5.10115000,0.30970000,1.57982615
10.20000000,5.10107000,0.30970000,1.57980138
10.30000000,5.10103000,0.30979000,1.58024808
10.40000000,5.10088000,0.30979000,1.58020162
10.50000000,5.10064000,0.30998000,1.58109639
10.60000000,5.10029000,0.31033000,1.58277300
10.70000000,5.09998000,0.31068000,1.58446179
10.80000000,5.09978000,0.31103000,1.58618457
10.90000000,5.09955000,0.31135000,1.58774489
11.00000000,5.09935000,0.31135000,1.58768262
11.10000000,5.09931000,0.31139000,1.58787414
11.20000000,5.09920000,0.31142000,1.58799286
11.30000000,5.09920000,0.31135000,1.58763592
11.40000000,5.09920000,0.31133000,1.58753394
11.50000000,5.09924000,0.31127000,1.58724043
11.60000000,5.09939000,0.31095000,1.58565532
11.70000000,5.09955000,0.31061000,1.58397123
11.80000000,5.09963000,0.31030000,1.58241519
11.90000000,5.09974000,0.30995000,1.58066441
12.00000000,5.09990000,0.30991000,1.58051001
12.10000000,5.09998000,0.30986000,1.58027980
12.20000000,5.10013000,0.30986000,1.58032628
12.30000000,5.10041000,0.30984000,1.58031103
12.40000000,5.10045000,0.30983000,1.58027242
12.50000000,5.10060000,0.30980000,1.58016588
12.60000000,5.10060000,0.30976000,1.57996186
12.70000000,5.10060000,0.30975000,1.57991085
12.80000000,5.10056000,0.30968000,1.57954142
12.90000000,5.10064000,0.30968000,1.57956620
13.00000000,5.10056000,0.30996000,1.58096958
13.10000000,5.10049000,0.31032000,1.58278406
13.20000000,5.10029000,0.31067000,1.58450709
13.30000000,5.10002000,0.31107000,1.58646322
13.40000000,5.09994000,0.31125000,1.58735633
13.50000000,5.09982000,0.31149000,1.58854293
13.60000000,5.09986000,0.31149000,1.58855539
13.70000000,5.09982000,0.31149000,1.58854293
13.80000000,5.09990000,0.31151000,1.58866985
13.90000000,5.09994000,0.31152000,1.58873331
14.00000000,5.09994000,0.31130000,1.58761132
14.10000000,5.10010000,0.31093000,1.58577409
14.20000000,5.10029000,0.31056000,1.58394606
14.30000000,5.10041000,0.31016000,1.58194317
14.40000000,5.10060000,0.31008000,1.58159405
14.50000000,5.10072000,0.30993000,1.58086615
14.60000000,5.10084000,0.30994000,1.58095435
14.70000000,5.10088000,0.30994000,1.58096675
14.80000000,5.10092000,0.30994000,1.58097914
14.90000000,5.10103000,0.30994000,1.58101324
15.00000000,5.10107000,0.30994000,1.58102564
15.10000000,5.10096000,0.30994000,1.58099154
15.20000000,5.10088000,0.30996000,1.58106876
15.30000000,5.10103000,0.30994000,1.58101324
15.40000000,5.08629000,0.38692000,1.96798733
15.50000000,5.09908000,0.37247000,1.89925433
15.60000000,5.08504000,0.36525000,1.85731086
15.70000000,5.08004000,0.37770000,1.91873111
15.80000000,5.09564000,0.33055000,1.68436380
15.90000000,5.09552000,0.31421000,1.60106334
16.00000000,5.10880000,0.30998000,1.58362582
16.10000000,5.09572000,0.30898000,1.57447557
16.20000000,5.09576000,0.30973000,1.57830974
16.30000000,5.09572000,0.30948000,1.57702343
16.40000000,5.09568000,0.30998000,1.57955889
16.50000000,5.09732000,0.30873000,1.57369560
16.60000000,5.09767000,0.33886000,1.72739646
16.70000000,5.09888000,0.31922000,1.62766447
16.80000000,5.09990000,0.31465000,1.60468353
16.90000000,5.09994000,0.31444000,1.60362513
17.00000000,5.09994000,0.31440000,1.60342114
17.10000000,5.09974000,0.31440000,1.60335826
17.20000000,5.09986000,0.31440000,1.60339598
17.30000000,5.09986000,0.31435000,1.60314099
17.40000000,5.09982000,0.31436000,1.60317942
17.50000000,5.09970000,0.31437000,1.60319269
17.60000000,5.09994000,0.31275000,1.59500623
17.70000000,5.10041000,0.30994000,1.58082108
17.80000000,5.10049000,0.30968000,1.57951974
17.90000000,5.10041000,0.30986000,1.58041304
18.00000000,5.10033000,0.31022000,1.58222437
18.10000000,5.10029000,0.31054000,1.58384406
18.20000000,5.10013000,0.31091000,1.58568142
18.30000000,5.09998000,0.31122000,1.58721578
18.40000000,5.09998000,0.31121000,1.58716478
18.50000000,5.10006000,0.31121000,1.58718967
18.60000000,5.10013000,0.31121000,1.58721146
18.70000000,5.10013000,0.31119000,1.58710945
18.80000000,5.10013000,0.31119000,1.58710945
18.90000000,5.10021000,0.31110000,1.58667533
19.00000000,5.10041000,0.31075000,1.58495241
19.10000000,5.10053000,0.31044000,1.58340853
19.20000000,5.10060000,0.31009000,1.58164505
19.30000000,5.10064000,0.30978000,1.58007626
19.40000000,5.10060000,0.30977000,1.58001286
19.50000000,5.10053000,0.30978000,1.58004218
19.60000000,5.10056000,0.30979000,1.58010248
19.70000000,5.10072000,0.30980000,1.58020306
19.80000000,5.10076000,0.30981000,1.58026646
19.90000000,5.10076000,0.30981000,1.58026646
20.00000000,5.10072000,0.30979000,1.58015205
20.10000000,5.10068000,0.34708000,1.77034401
20.20000000,5.10045000,0.31059000,1.58414877
20.30000000,5.10049000,0.31054000,1.58390616
20.40000000,5.10053000,0.31080000,1.58524472
20.50000000,5.10049000,0.31113000,1.58691545
20.60000000,5.10053000,0.31145000,1.58856007
20.70000000,5.10041000,0.31180000,1.59030784
20.80000000,5.10033000,0.31198000,1.59120095
20.90000000,5.10041000,0.31198000,1.59122591
21.00000000,5.10041000,0.31199000,1.59127692
21.10000000,5.10033000,0.31205000,1.59155798
21.20000000,5.10053000,0.31120000,1.58728494
21.30000000,5.10060000,0.31119000,1.58725571
21.40000000,5.10064000,0.31098000,1.58619703
21.50000000,5.10068000,0.31066000,1.58457725
21.60000000,5.10021000,0.31182000,1.59034748
21.70000000,5.10017000,0.31163000,1.58936598
21.80000000,5.10010000,0.31137000,1.58801814
21.90000000,5.09990000,0.31139000,1.58805786
22.00000000,5.09978000,0.31137000,1.58791850
