# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.07003, max: 5.1063
# I (#ff00ff00), min: 0.30898, max: 0.40957
# P (#ffff55ff), min: 1.5740893406, max: 2.0801159246
Time,Voltage,Current,Power
0.00000000,5.09783000,0.31164000,1.58868774
0.10000000,5.09767000,0.31239000,1.59246113
0.20000000,5.09763000,0.31268000,1.59392695
0.30000000,5.09779000,0.31267000,1.59392600
0.40000000,5.09791000,0.31266000,1.59391254
0.50000000,5.09795000,0.31267000,1.59397603
0.60000000,5.09802000,0.31257000,1.59348811
0.70000000,5.09806000,0.31256000,1.59344963
0.80000000,5.09818000,0.31235000,1.59241652
0.90000000,5.09838000,0.31200000,1.59069456
1.00000000,5.09857000,0.31164000,1.58891835
1.10000000,5.09877000,0.31099000,1.58566648
1.20000000,5.09888000,0.31054000,1.58340620
1.30000000,5.09881000,0.31055000,1.58343545
1.40000000,5.09853000,0.31057000,1.58345046
1.50000000,5.09838000,0.31059000,1.58350584
1.60000000,5.09830000,0.31060000,1.58353198
1.70000000,5.09802000,0.31121000,1.58655480
1.80000000,5.09802000,0.31127000,1.58686069
1.90000000,5.09787000,0.31127000,1.58681399
2.00000000,5.09775000,0.31127000,1.58677664
2.10000000,5.09767000,0.31127000,1.58675174
2.20000000,5.09759000,0.31132000,1.58698172
2.30000000,5.09759000,0.31166000,1.58871490
2.40000000,5.09771000,0.31201000,1.59053650
2.50000000,5.09771000,0.31235000,1.59226972
2.60000000,5.09756000,0.31271000,1.59405799
2.70000000,5.09771000,0.31215000,1.59125018
2.80000000,5.09767000,0.31213000,1.59113574
2.90000000,5.09752000,0.31255000,1.59322988
3.00000000,5.09756000,0.31257000,1.59334433
3.10000000,5.09759000,0.31258000,1.59340468
3.20000000,5.09771000,0.31259000,1.59349317
3.30000000,5.09783000,0.31224000,1.59174644
3.40000000,5.09759000,0.33961000,1.73119254
3.50000000,5.09689000,0.34235000,1.74492029
3.60000000,5.09638000,0.31811000,1.62120944
3.70000000,5.09623000,0.31953000,1.62839837
3.80000000,5.09642000,0.31957000,1.62866294
3.90000000,5.09662000,0.31915000,1.62658627
4.00000000,5.09677000,0.31912000,1.62648124
