# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 3
# V (#ffffff00), min: 5.06003, max: 5.09083
# I (#ff00ff00), min: 0.35031, max: 0.43472
# P (#ffff55ff), min: 1.7817257034000002, max: 2.2043163216
Time,Voltage,Current,Power
0.00000000,5.08962000,0.35440000,1.80376133
0.10000000,5.08954000,0.35440000,1.80373298
0.20000000,5.08954000,0.35436000,1.80352939
0.30000000,5.08962000,0.35434000,1.80345595
0.40000000,5.08966000,0.35433000,1.80341923
0.50000000,5.08978000,0.35390000,1.80127314
0.60000000,5.08982000,0.35384000,1.80098191
0.70000000,5.08978000,0.35411000,1.80234200
0.80000000,5.08982000,0.35451000,1.80439209
0.90000000,5.08990000,0.35489000,1.80635461
1.00000000,5.08990000,0.35523000,1.80808518
1.10000000,5.08997000,0.35551000,1.80953523
1.20000000,5.09001000,0.35555000,1.80975306
1.30000000,5.09001000,0.35557000,1.80985486
1.40000000,5.08997000,0.35559000,1.80994243
1.50000000,5.09005000,0.35560000,1.81002178
1.60000000,5.09005000,0.35560000,1.81002178
1.70000000,5.09005000,0.35545000,1.80925827
1.80000000,5.08990000,0.35546000,1.80925585
1.90000000,5.08970000,0.35511000,1.80740337
2.00000000,5.08970000,0.35476000,1.80562197
2.10000000,5.08970000,0.35440000,1.80378968
2.20000000,5.08958000,0.35440000,1.80374715
2.30000000,5.08947000,0.35442000,1.80380996
2.40000000,5.08935000,0.35442000,1.80376743
2.50000000,5.08919000,0.35450000,1.80411786
2.60000000,5.08911000,0.35447000,1.80393682
2.70000000,5.08908000,0.35477000,1.80545291
2.80000000,5.08904000,0.35475000,1.80533694
2.90000000,5.08904000,0.35464000,1.80477715
3.00000000,5.08915000,0.35460000,1.80461259
3.10000000,5.08915000,0.35458000,1.80451081
3.20000000,5.08919000,0.35489000,1.80610264
3.30000000,5.08915000,0.35524000,1.80786965
3.40000000,5.08923000,0.35559000,1.80967930
3.50000000,5.08923000,0.35589000,1.81120606
3.60000000,5.08915000,0.35603000,1.81189007
3.70000000,5.08904000,0.35620000,1.81271605
3.80000000,5.08919000,0.35565000,1.80997042
3.90000000,5.08935000,0.35561000,1.80982375
4.00000000,5.08939000,0.35563000,1.80993977
4.10000000,5.08939000,0.35567000,1.81014334
4.20000000,5.08951000,0.35543000,1.80896454
4.30000000,5.08970000,0.35507000,1.80719978
4.40000000,5.08990000,0.35472000,1.80548933
4.50000000,5.09001000,0.35433000,1.80354324
4.60000000,5.09021000,0.35412000,1.80254517
4.70000000,5.09044000,0.35395000,1.80176124
4.80000000,5.09052000,0.35395000,1.80178955
4.90000000,5.09056000,0.35394000,1.80175281
5.00000000,5.09048000,0.35395000,1.80177540
5.10000000,5.09052000,0.35396000,1.80184046
5.20000000,5.09060000,0.35395000,1.80181787
5.30000000,5.09052000,0.35395000,1.80178955
